"","word","FREQcount","CDcount","FREQlow","CDlow","SUBTLWF","Lg10WF","SUBTLCD","Lg10CD","length"
"5648","hips",309,225,295,219,6.06,2.4914,2.68,2.3541,4
"5656","scam",313,225,308,224,6.14,2.4969,2.68,2.3541,4
"5678","rang",277,224,274,223,5.43,2.444,2.67,2.3522,4
"5699","clip",290,222,257,201,5.69,2.4639,2.65,2.3483,4
"5710","chow",350,221,191,161,6.86,2.5453,2.63,2.3464,4
"5711","comb",309,221,288,210,6.06,2.4914,2.63,2.3464,4
"5726","bean",349,220,242,173,6.84,2.5441,2.62,2.3444,4
"5730","dash",308,220,250,201,6.04,2.49,2.62,2.3444,4
"5732","glue",300,220,268,206,5.88,2.4786,2.62,2.3444,4
"5749","bein",324,219,300,206,6.35,2.5119,2.61,2.3424,4
"5782","sane",281,218,271,211,5.51,2.4502,2.6,2.3404,4
"5796","leaf",265,217,246,204,5.2,2.4249,2.59,2.3385,4
"5830","peak",303,215,245,181,5.94,2.4829,2.56,2.3345,4
"5831","plea",349,215,345,211,6.84,2.5441,2.56,2.3345,4
"5836","tech",326,215,192,149,6.39,2.5145,2.56,2.3345,4
"5879","pets",290,213,270,202,5.69,2.4639,2.54,2.3304,4
"5880","pier",334,213,235,166,6.55,2.525,2.54,2.3304,4
"5890","crib",316,212,305,211,6.2,2.5011,2.53,2.3284,4
"5900","mild",245,212,224,201,4.8,2.3909,2.53,2.3284,4
"5906","stew",328,212,267,199,6.43,2.5172,2.53,2.3284,4
"5920","lust",284,211,255,195,5.57,2.4548,2.52,2.3263,4
"5923","pine",316,211,210,160,6.2,2.5011,2.52,2.3263,4
"5925","prey",281,211,258,202,5.51,2.4502,2.52,2.3263,4
"5935","heap",249,210,240,205,4.88,2.3979,2.5,2.3243,4
"5956","beep",332,209,252,178,6.51,2.5224,2.49,2.3222,4
"5978","keen",228,208,209,192,4.47,2.3598,2.48,2.3201,4
"5990","bark",280,207,240,188,5.49,2.4487,2.47,2.3181,4
"6005","pond",323,207,269,182,6.33,2.5105,2.47,2.3181,4
"6038","fade",286,205,241,184,5.61,2.4579,2.44,2.3139,4
"6066","hunk",263,204,233,199,5.16,2.4216,2.43,2.3118,4
"6067","mint",277,204,201,159,5.43,2.444,2.43,2.3118,4
"6068","numb",249,204,236,197,4.88,2.3979,2.43,2.3118,4
"6072","slot",280,204,267,198,5.49,2.4487,2.43,2.3118,4
"6090","vest",284,203,280,199,5.57,2.4548,2.42,2.3096,4
"6098","dose",270,202,267,201,5.29,2.433,2.41,2.3075,4
"6100","fart",328,202,314,196,6.43,2.5172,2.41,2.3075,4
"6108","mock",274,202,240,187,5.37,2.4393,2.41,2.3075,4
"6109","Nazi",350,202,22,13,6.86,2.5453,2.41,2.3075,4
"6115","weep",280,202,252,187,5.49,2.4487,2.41,2.3075,4
"6170","text",267,199,251,186,5.24,2.4281,2.37,2.301,4
"6171","vows",331,199,325,196,6.49,2.5211,2.37,2.301,4
"6188","mode",263,198,236,187,5.16,2.4216,2.36,2.2989,4
"6205","mice",335,197,292,188,6.57,2.5263,2.35,2.2967,4
"6259","limb",238,195,237,194,4.67,2.3784,2.32,2.2923,4
"6263","nude",301,195,250,171,5.9,2.48,2.32,2.2923,4
"6343","Echo",350,191,171,131,6.86,2.5453,2.28,2.2833,4
"6369","grid",282,190,267,183,5.53,2.4518,2.27,2.281,4
"6393","grim",244,189,197,163,4.78,2.3892,2.25,2.2788,4
"6397","memo",337,189,255,173,6.61,2.5289,2.25,2.2788,4
"6400","peel",273,189,231,164,5.35,2.4378,2.25,2.2788,4
"6402","slug",253,189,228,177,4.96,2.4048,2.25,2.2788,4
"6410","crab",352,188,241,150,6.9,2.5478,2.24,2.2765,4
"6419","lure",217,188,196,173,4.25,2.3385,2.24,2.2765,4
"6439","sunk",237,187,229,185,4.65,2.3766,2.23,2.2742,4
"6443","undo",223,187,191,166,4.37,2.3502,2.23,2.2742,4
"6459","sued",248,186,242,182,4.86,2.3962,2.22,2.2718,4
"6461","vibe",266,186,252,183,5.22,2.4265,2.22,2.2718,4
"6477","peep",226,185,177,153,4.43,2.356,2.21,2.2695,4
"6486","Asia",270,184,1,1,5.29,2.433,2.19,2.2672,4
"6494","fled",224,184,214,180,4.39,2.3522,2.19,2.2672,4
"6514","ammo",274,183,260,177,5.37,2.4393,2.18,2.2648,4
"6528","ripe",213,183,203,175,4.18,2.3304,2.18,2.2648,4
"6531","trim",218,183,192,166,4.27,2.3404,2.18,2.2648,4
"6533","vile",226,183,204,171,4.43,2.356,2.18,2.2648,4
"6542","fuse",248,182,241,177,4.86,2.3962,2.17,2.2625,4
"6628","crop",248,178,232,173,4.86,2.3962,2.12,2.2529,4
"6639","poop",285,178,234,155,5.59,2.4564,2.12,2.2529,4
"6658","Gulf",241,177,53,40,4.73,2.3838,2.11,2.2504,4
"6662","lens",238,177,229,172,4.67,2.3784,2.11,2.2504,4
"6667","Psst",253,177,27,19,4.96,2.4048,2.11,2.2504,4
"6683","cunt",350,176,313,165,6.86,2.5453,2.1,2.248,4
"6690","maps",251,176,231,167,4.92,2.4014,2.1,2.248,4
"6693","rail",233,176,215,162,4.57,2.3692,2.1,2.248,4
"6697","turf",218,176,205,164,4.27,2.3404,2.1,2.248,4
"6699","adds",201,175,193,167,3.94,2.3054,2.09,2.2455,4
"6731","seas",223,174,188,150,4.37,2.3502,2.07,2.243,4
"6739","curb",209,173,200,165,4.1,2.3222,2.06,2.2405,4
"6740","doom",286,173,174,145,5.61,2.4579,2.06,2.2405,4
"6765","lone",268,172,142,117,5.25,2.4298,2.05,2.238,4
"6768","oral",220,172,182,148,4.31,2.3444,2.05,2.238,4
"6794","pins",229,171,216,164,4.49,2.3617,2.04,2.2355,4
"6831","dine",219,169,209,168,4.29,2.3424,2.01,2.2304,4
"6854","cafe",258,168,154,103,5.06,2.4133,2,2.2279,4
"6855","coal",335,168,292,157,6.57,2.5263,2,2.2279,4
"6859","drip",261,168,228,165,5.12,2.4183,2,2.2279,4
"6861","heir",266,168,245,161,5.22,2.4265,2,2.2279,4
"6862","info",189,168,187,166,3.71,2.2788,2,2.2279,4
"6863","lent",190,168,161,148,3.73,2.281,2,2.2279,4
"6864","moms",242,168,194,141,4.75,2.3856,2,2.2279,4
"6866","puff",227,168,174,144,4.45,2.3579,2,2.2279,4
"6878","flee",233,167,214,154,4.57,2.3692,1.99,2.2253,4
"6894","slit",194,167,185,160,3.8,2.29,1.99,2.2253,4
"6895","whiz",199,167,181,153,3.9,2.301,1.99,2.2253,4
"6975","bees",272,163,228,144,5.33,2.4362,1.94,2.2148,4
"6985","peas",237,163,216,154,4.65,2.3766,1.94,2.2148,4
"7016","hump",225,162,197,156,4.41,2.3541,1.93,2.2122,4
"7020","loaf",228,162,224,159,4.47,2.3598,1.93,2.2122,4
"7062","brag",179,160,177,158,3.51,2.2553,1.91,2.2068,4
"7084","tidy",189,160,168,147,3.71,2.2788,1.91,2.2068,4
"7085","void",209,160,200,157,4.1,2.3222,1.91,2.2068,4
"7118","vent",225,159,211,152,4.41,2.3541,1.9,2.2041,4
"7127","clam",200,158,165,134,3.92,2.3032,1.88,2.2014,4
"7136","meds",242,158,237,157,4.75,2.3856,1.88,2.2014,4
"7142","surf",324,158,251,133,6.35,2.5119,1.88,2.2014,4
"7182","Ciao",249,156,21,15,4.88,2.3979,1.86,2.1959,4
"7195","Shoo",267,156,80,60,5.24,2.4281,1.86,2.1959,4
"7202","Yuck",194,156,41,31,3.8,2.29,1.86,2.1959,4
"7204","aged",183,155,163,147,3.59,2.2648,1.85,2.1931,4
"7216","iced",218,155,185,138,4.27,2.3404,1.85,2.1931,4
"7219","itch",213,155,211,154,4.18,2.3304,1.85,2.1931,4
"7224","quiz",252,155,226,144,4.94,2.4031,1.85,2.1931,4
"7230","soak",176,155,157,139,3.45,2.248,1.85,2.1931,4
"7281","mold",219,153,210,151,4.29,2.3424,1.82,2.1875,4
"7301","clap",241,152,170,120,4.73,2.3838,1.81,2.1847,4
"7318","limp",187,152,183,149,3.67,2.2742,1.81,2.1847,4
"7354","knot",188,151,187,150,3.69,2.2765,1.8,2.1818,4
"7369","toll",171,151,155,139,3.35,2.2355,1.8,2.1818,4
"7373","bats",309,150,260,136,6.06,2.4914,1.79,2.179,4
"7378","cope",166,150,160,147,3.25,2.2227,1.79,2.179,4
"7390","Mash",224,150,68,60,4.39,2.3522,1.79,2.179,4
"7403","swap",185,150,169,140,3.63,2.2695,1.79,2.179,4
"7427","lump",181,149,177,147,3.55,2.2601,1.78,2.1761,4
"7429","rays",221,149,186,136,4.33,2.3464,1.78,2.1761,4
"7442","bulb",200,148,193,142,3.92,2.3032,1.76,2.1732,4
"7561","yoga",227,145,196,135,4.45,2.3579,1.73,2.1644,4
"7601","Dang",216,143,73,57,4.24,2.3365,1.7,2.1584,4
"7618","roar",205,143,180,131,4.02,2.3139,1.7,2.1584,4
"7634","cult",227,142,213,135,4.45,2.3579,1.69,2.1553,4
"7635","defy",158,142,148,137,3.1,2.2014,1.69,2.1553,4
"7658","wage",159,142,158,141,3.12,2.2041,1.69,2.1553,4
"7660","bind",171,141,149,129,3.35,2.2355,1.68,2.1523,4
"7661","bled",201,141,189,132,3.94,2.3054,1.68,2.1523,4
"7666","dork",213,141,181,127,4.18,2.3304,1.68,2.1523,4
"7676","lays",150,141,144,137,2.94,2.179,1.68,2.1523,4
"7677","logs",185,141,176,137,3.63,2.2695,1.68,2.1523,4
"7681","nuns",218,141,196,132,4.27,2.3404,1.68,2.1523,4
"7691","womb",177,141,168,136,3.47,2.2504,1.68,2.1523,4
"7692","Yank",240,141,107,95,4.71,2.382,1.68,2.1523,4
"7706","foam",179,140,165,132,3.51,2.2553,1.67,2.1492,4
"7712","prop",188,140,167,127,3.69,2.2765,1.67,2.1492,4
"7721","tomb",287,140,250,126,5.63,2.4594,1.67,2.1492,4
"7730","bums",190,139,175,136,3.73,2.281,1.66,2.1461,4
"7770","digs",151,138,148,135,2.96,2.1818,1.65,2.143,4
"7796","tags",181,138,175,133,3.55,2.2601,1.65,2.143,4
"7801","vein",183,138,180,136,3.59,2.2648,1.65,2.143,4
"7807","claw",223,137,163,123,4.37,2.3502,1.63,2.1399,4
"7826","labs",208,137,173,117,4.08,2.3201,1.63,2.1399,4
"7835","shan",192,137,149,117,3.76,2.2856,1.63,2.1399,4
"7836","slob",182,137,172,135,3.57,2.2625,1.63,2.1399,4
"7841","visa",216,137,149,82,4.24,2.3365,1.63,2.1399,4
"7844","aces",202,136,132,96,3.96,2.3075,1.62,2.1367,4
"7856","jets",225,136,161,110,4.41,2.3541,1.62,2.1367,4
"7857","lace",189,136,144,117,3.71,2.2788,1.62,2.1367,4
"7859","loot",181,136,168,128,3.55,2.2601,1.62,2.1367,4
"7862","pawn",221,136,201,129,4.33,2.3464,1.62,2.1367,4
"7863","pots",181,136,163,127,3.55,2.2601,1.62,2.1367,4
"7892","pies",176,135,165,129,3.45,2.248,1.61,2.1335,4
"7917","Herb",254,134,78,61,4.98,2.4065,1.6,2.1303,4
"7942","Asap",154,133,10,9,3.02,2.1903,1.59,2.1271,4
"7955","dove",284,133,171,122,5.57,2.4548,1.59,2.1271,4
"7958","hash",180,133,164,121,3.53,2.2577,1.59,2.1271,4
"7974","wimp",159,133,143,122,3.12,2.2041,1.59,2.1271,4
"7976","wits",146,133,146,133,2.86,2.1673,1.59,2.1271,4
"7977","Alas",195,132,53,46,3.82,2.2923,1.57,2.1239,4
"7991","crow",227,132,156,107,4.45,2.3579,1.57,2.1239,4
"7993","damp",149,132,141,127,2.92,2.1761,1.57,2.1239,4
"8039","Ding",307,131,122,65,6.02,2.4886,1.56,2.1206,4
"8048","fury",195,131,135,113,3.82,2.2923,1.56,2.1206,4
"8060","raft",240,131,224,122,4.71,2.382,1.56,2.1206,4
"8065","sigh",173,131,163,125,3.39,2.2405,1.56,2.1206,4
"8070","teen",209,131,126,93,4.1,2.3222,1.56,2.1206,4
"8074","wool",161,131,153,123,3.16,2.2095,1.56,2.1206,4
"8085","flaw",155,130,154,129,3.04,2.1931,1.55,2.1173,4
"8086","gals",166,130,156,126,3.25,2.2227,1.55,2.1173,4
"8107","toad",290,130,176,112,5.69,2.4639,1.55,2.1173,4
"8114","buns",193,129,176,120,3.78,2.2878,1.54,2.1139,4
"8146","sync",168,129,84,73,3.29,2.2279,1.54,2.1139,4
"8168","disk",338,128,332,128,6.63,2.5302,1.53,2.1106,4
"8202","sung",178,128,110,97,3.49,2.2529,1.53,2.1106,4
"8266","mutt",202,126,174,116,3.96,2.3075,1.5,2.1038,4
"8275","rags",161,126,151,119,3.16,2.2095,1.5,2.1038,4
"8283","subs",153,126,83,62,3,2.1875,1.5,2.1038,4
"8299","clan",209,125,154,106,4.1,2.3222,1.49,2.1004,4
"8302","dent",180,125,131,112,3.53,2.2577,1.49,2.1004,4
"8319","pros",156,125,148,120,3.06,2.1959,1.49,2.1004,4
"8323","roam",173,125,172,124,3.39,2.2405,1.49,2.1004,4
"8385","fees",144,123,139,119,2.82,2.1614,1.47,2.0934,4
"8394","lime",168,123,143,109,3.29,2.2279,1.47,2.0934,4
"8429","idle",141,122,129,112,2.76,2.1523,1.45,2.0899,4
"8444","pint",167,122,159,116,3.27,2.2253,1.45,2.0899,4
"8458","bash",167,121,129,107,3.27,2.2253,1.44,2.0864,4
"8479","mist",181,121,144,100,3.55,2.2601,1.44,2.0864,4
"8496","vase",196,121,191,119,3.84,2.2945,1.44,2.0864,4
"8522","homo",189,120,129,85,3.71,2.2788,1.43,2.0828,4
"8523","hoot",133,120,125,114,2.61,2.1271,1.43,2.0828,4
"8533","pads",161,120,157,117,3.16,2.2095,1.43,2.0828,4
"8536","polo",178,120,101,71,3.49,2.2529,1.43,2.0828,4
"8553","Argh",295,119,5,5,5.78,2.4713,1.42,2.0792,4
"8593","stat",143,119,120,101,2.8,2.1584,1.42,2.0792,4
"8599","wink",180,119,136,110,3.53,2.2577,1.42,2.0792,4
"8606","caps",151,118,144,113,2.96,2.1818,1.41,2.0755,4
"8623","grin",138,118,128,114,2.71,2.143,1.41,2.0755,4
"8648","arch",188,117,107,85,3.69,2.2765,1.39,2.0719,4
"8673","nosy",144,117,127,106,2.82,2.1614,1.39,2.0719,4
"8701","cork",146,116,113,90,2.86,2.1673,1.38,2.0682,4
"8705","dots",156,116,151,113,3.06,2.1959,1.38,2.0682,4
"8713","kung",268,116,141,70,5.25,2.4298,1.38,2.0682,4
"8718","paws",127,116,125,115,2.49,2.1072,1.38,2.0682,4
"8725","temp",154,116,118,95,3.02,2.1903,1.38,2.0682,4
"8758","Nada",130,115,63,54,2.55,2.1173,1.37,2.0645,4
"8760","pact",192,115,185,112,3.76,2.2856,1.37,2.0645,4
"8772","smug",122,115,116,111,2.39,2.0899,1.37,2.0645,4
"8787","cone",149,114,126,102,2.92,2.1761,1.36,2.0607,4
"8799","hull",215,114,165,96,4.22,2.3345,1.36,2.0607,4
"8825","ache",127,113,125,111,2.49,2.1072,1.35,2.0569,4
"8846","laps",167,113,164,111,3.27,2.2253,1.35,2.0569,4
"8892","pest",146,112,116,97,2.86,2.1673,1.34,2.0531,4
"8893","plum",174,112,125,92,3.41,2.243,1.34,2.0531,4
"8921","Bing",233,111,33,20,4.57,2.3692,1.32,2.0492,4
"8927","curl",120,111,108,100,2.35,2.0828,1.32,2.0492,4
"8958","sirs",194,111,151,87,3.8,2.29,1.32,2.0492,4
"8981","duct",160,110,143,106,3.14,2.2068,1.31,2.0453,4
"8988","flea",169,110,133,102,3.31,2.2304,1.31,2.0453,4
"9005","peed",134,110,132,108,2.63,2.1303,1.31,2.0453,4
"9008","reel",166,110,137,100,3.25,2.2227,1.31,2.0453,4
"9061","pits",160,109,143,102,3.14,2.2068,1.3,2.0414,4
"9086","calf",151,108,132,100,2.96,2.1818,1.29,2.0374,4
"9098","grad",148,108,130,103,2.9,2.1732,1.29,2.0374,4
"9104","Jose",227,108,1,1,4.45,2.3579,1.29,2.0374,4
"9134","tame",139,108,129,104,2.73,2.1461,1.29,2.0374,4
"9139","veil",151,108,146,104,2.96,2.1818,1.29,2.0374,4
"9144","zoom",181,108,93,73,3.55,2.2601,1.29,2.0374,4
"9181","mini",184,107,92,81,3.61,2.2672,1.28,2.0334,4
"9202","Swan",348,107,106,67,6.82,2.5428,1.28,2.0334,4
"9214","coup",133,106,123,98,2.61,2.1271,1.26,2.0294,4
"9222","grub",139,106,123,101,2.73,2.1461,1.26,2.0294,4
"9251","taco",158,106,86,65,3.1,2.2014,1.26,2.0294,4
"9278","flap",135,105,112,94,2.65,2.1335,1.25,2.0253,4
"9286","jinx",204,105,112,90,4,2.3118,1.25,2.0253,4
"9301","Swat",196,105,21,20,3.84,2.2945,1.25,2.0253,4
"9305","veal",181,105,138,93,3.55,2.2601,1.25,2.0253,4
"9334","loft",186,104,180,101,3.65,2.2718,1.24,2.0212,4
"9338","mend",133,104,117,99,2.61,2.1271,1.24,2.0212,4
"9341","pens",129,104,123,98,2.53,2.1139,1.24,2.0212,4
"9357","thug",178,104,113,88,3.49,2.2529,1.24,2.0212,4
"9366","boob",153,103,136,96,3,2.1875,1.23,2.017,4
"9380","gaze",129,103,110,90,2.53,2.1139,1.23,2.017,4
"9420","bozo",126,102,87,74,2.47,2.1038,1.22,2.0128,4
"9431","idol",141,102,137,100,2.76,2.1523,1.22,2.0128,4
"9479","hath",252,101,235,99,4.94,2.4031,1.2,2.0086,4
"9484","jaws",133,101,68,59,2.61,2.1271,1.2,2.0086,4
"9501","ramp",147,101,139,98,2.88,2.1703,1.2,2.0086,4
"9509","rust",127,101,112,93,2.49,2.1072,1.2,2.0086,4
"9512","swam",123,101,119,99,2.41,2.0934,1.2,2.0086,4
"9525","Beta",175,100,53,38,3.43,2.2455,1.19,2.0043,4
"9613","hors",116,99,102,87,2.27,2.0682,1.18,2,4
"9617","knob",125,99,118,95,2.45,2.1004,1.18,2,4
"9624","nerd",168,99,144,92,3.29,2.2279,1.18,2,4
"9627","odor",119,99,119,99,2.33,2.0792,1.18,2,4
"9638","Reno",258,99,0,0,5.06,2.4133,1.18,2,4
"9647","tabs",108,99,103,97,2.12,2.0374,1.18,2,4
"9648","tilt",113,99,78,69,2.22,2.0569,1.18,2,4
"9651","turd",141,99,131,96,2.76,2.1523,1.18,2,4
"9654","Ahoy",189,98,31,24,3.71,2.2788,1.17,1.9956,4
"9659","buff",127,98,102,87,2.49,2.1072,1.17,1.9956,4
"9678","frat",160,98,122,91,3.14,2.2068,1.17,1.9956,4
"9704","Utah",250,98,2,2,4.9,2.3997,1.17,1.9956,4
"9712","anal",138,97,117,85,2.71,2.143,1.16,1.9912,4
"9759","tens",114,97,92,77,2.24,2.0607,1.16,1.9912,4
"9785","fore",135,96,78,60,2.65,2.1335,1.14,1.9868,4
"9824","whim",119,96,117,96,2.33,2.0792,1.14,1.9868,4
"9828","apes",209,95,172,74,4.1,2.3222,1.13,1.9823,4
"9845","dads",111,95,97,85,2.18,2.0492,1.13,1.9823,4
"9894","stem",114,95,112,93,2.24,2.0607,1.13,1.9823,4
"9909","blur",109,94,101,87,2.14,2.0414,1.12,1.9777,4
"9912","bred",125,94,116,92,2.45,2.1004,1.12,1.9777,4
"9913","chum",156,94,132,91,3.06,2.1959,1.12,1.9777,4
"9941","mute",127,94,115,87,2.49,2.1072,1.12,1.9777,4
"9945","Phew",107,94,6,6,2.1,2.0334,1.12,1.9777,4
"9955","sank",110,94,108,92,2.16,2.0453,1.12,1.9777,4
"9986","Eden",199,93,1,1,3.9,2.301,1.11,1.9731,4
"9993","gram",132,93,102,73,2.59,2.1239,1.11,1.9731,4
"10001","hoop",137,93,120,87,2.69,2.1399,1.11,1.9731,4
"10011","mugs",121,93,111,85,2.37,2.0864,1.11,1.9731,4
"10032","tart",122,93,96,79,2.39,2.0899,1.11,1.9731,4
"10046","atom",140,92,125,85,2.75,2.1492,1.1,1.9685,4
"10057","dire",112,92,98,86,2.2,2.0531,1.1,1.9685,4
"10059","dunk",132,92,107,82,2.59,2.1239,1.1,1.9685,4
"10073","lowa",145,92,145,92,2.84,2.1644,1.1,1.9685,4
"10077","mush",143,92,89,73,2.8,2.1584,1.1,1.9685,4
"10087","putz",120,92,103,81,2.35,2.0828,1.1,1.9685,4
"10088","Rach",231,92,0,0,4.53,2.3655,1.1,1.9685,4
"10111","Alma",294,91,38,33,5.76,2.4698,1.08,1.9638,4
"10113","ante",111,91,79,69,2.18,2.0492,1.08,1.9638,4
"10119","brew",128,91,119,85,2.51,2.1106,1.08,1.9638,4
"10121","bulk",97,91,89,83,1.9,1.9912,1.08,1.9638,4
"10124","casa",137,91,86,55,2.69,2.1399,1.08,1.9638,4
"10126","chic",119,91,88,76,2.33,2.0792,1.08,1.9638,4
"10130","cube",152,91,121,70,2.98,2.1847,1.08,1.9638,4
"10134","dibs",118,91,67,59,2.31,2.0755,1.08,1.9638,4
"10135","edgy",116,91,110,90,2.27,2.0682,1.08,1.9638,4
"10138","flop",118,91,117,90,2.31,2.0755,1.08,1.9638,4
"10161","puss",149,91,115,76,2.92,2.1761,1.08,1.9638,4
"10169","Rosa",258,91,1,1,5.06,2.4133,1.08,1.9638,4
"10273","rave",129,89,109,80,2.53,2.1139,1.06,1.9542,4
"10274","reap",132,89,122,85,2.59,2.1239,1.06,1.9542,4
"10278","snot",108,89,99,86,2.12,2.0374,1.06,1.9542,4
"10279","sobs",132,89,85,63,2.59,2.1239,1.06,1.9542,4
"10282","sway",129,89,97,82,2.53,2.1139,1.06,1.9542,4
"10297","beak",107,88,100,85,2.1,2.0334,1.05,1.9494,4
"10313","dyke",132,88,104,70,2.59,2.1239,1.05,1.9494,4
"10314","epic",120,88,116,87,2.35,2.0828,1.05,1.9494,4
"10355","swab",121,88,102,76,2.37,2.0864,1.05,1.9494,4
"10370","Arab",174,87,3,3,3.41,2.243,1.04,1.9445,4
"10389","demo",168,87,158,84,3.29,2.2279,1.04,1.9445,4
"10393","dues",104,87,100,86,2.04,2.0212,1.04,1.9445,4
"10400","fret",95,87,91,83,1.86,1.9823,1.04,1.9445,4
"10403","hock",110,87,106,83,2.16,2.0453,1.04,1.9445,4
"10416","lava",176,87,149,77,3.45,2.248,1.04,1.9445,4
"10429","rake",152,87,97,80,2.98,2.1847,1.04,1.9445,4
"10435","snag",97,87,87,83,1.9,1.9912,1.04,1.9445,4
"10445","Thai",167,87,15,6,3.27,2.2253,1.04,1.9445,4
"10453","bien",121,86,83,65,2.37,2.0864,1.03,1.9395,4
"10499","snob",111,86,103,82,2.18,2.0492,1.03,1.9395,4
"10500","span",101,86,95,81,1.98,2.0086,1.03,1.9395,4
"10507","Trek",229,86,33,28,4.49,2.3617,1.03,1.9395,4
"10519","Awol",117,85,3,3,2.29,2.0719,1.01,1.9345,4
"10520","Beau",298,85,70,55,5.84,2.4757,1.01,1.9345,4
"10542","Fink",206,85,96,66,4.04,2.316,1.01,1.9345,4
"10557","Lulu",254,85,20,20,4.98,2.4065,1.01,1.9345,4
"10560","mare",148,85,113,65,2.9,2.1732,1.01,1.9345,4
"10569","pans",109,85,105,82,2.14,2.0414,1.01,1.9345,4
"10585","slay",109,85,97,82,2.14,2.0414,1.01,1.9345,4
"10607","Cher",126,84,23,17,2.47,2.1038,1,1.9294,4
"10646","peck",180,84,94,57,3.53,2.2577,1,1.9294,4
"10680","cabs",109,83,98,75,2.14,2.0414,0.99,1.9243,4
"10699","Helm",273,83,101,68,5.35,2.4378,0.99,1.9243,4
"10707","jars",99,83,96,81,1.94,2,0.99,1.9243,4
"10710","lest",100,83,76,66,1.96,2.0043,0.99,1.9243,4
"10713","Mayo",166,83,55,46,3.25,2.2227,0.99,1.9243,4
"10729","poof",110,83,78,66,2.16,2.0453,0.99,1.9243,4
"10773","Colt",267,82,80,34,5.24,2.4281,0.98,1.9191,4
"10791","gall",101,82,92,77,1.98,2.0086,0.98,1.9191,4
"10798","hoax",123,82,122,82,2.41,2.0934,0.98,1.9191,4
"10799","Hola",138,82,1,1,2.71,2.143,0.98,1.9191,4
"10800","honk",122,82,89,69,2.39,2.0899,0.98,1.9191,4
"10810","moan",96,82,90,79,1.88,1.9868,0.98,1.9191,4
"10821","pulp",93,82,74,66,1.82,1.9731,0.98,1.9191,4
"10844","aide",103,81,87,70,2.02,2.017,0.97,1.9138,4
"10874","harp",134,81,105,68,2.63,2.1303,0.97,1.9138,4
"10886","muck",97,81,92,79,1.9,1.9912,0.97,1.9138,4
"10892","Ping",168,81,59,35,3.29,2.2279,0.97,1.9138,4
"10906","spun",86,81,81,76,1.69,1.9395,0.97,1.9138,4
"10921","bows",89,80,87,78,1.75,1.9542,0.95,1.9085,4
"10922","buds",90,80,80,73,1.76,1.959,0.95,1.9085,4
"10931","Cove",166,80,57,33,3.25,2.2227,0.95,1.9085,4
"10965","Nasa",148,80,2,2,2.9,2.1732,0.95,1.9085,4
"10984","taps",130,80,117,73,2.55,2.1173,0.95,1.9085,4
"10988","vine",107,80,78,62,2.1,2.0334,0.95,1.9085,4
"10994","arse",191,79,188,77,3.75,2.2833,0.94,1.9031,4
"11002","bong",142,79,95,64,2.78,2.1553,0.94,1.9031,4
"11027","gums",96,79,93,77,1.88,1.9868,0.94,1.9031,4
"11030","heed",92,79,74,66,1.8,1.9685,0.94,1.9031,4
